"","ID","Model.1.R.2","Model.2.R.2","Model.3.R.2","Model.4.R.2","Model.5.R.2","Model.6.R.2","Model.7.R.2","Model.8.R.2","Model.1.BIC","Model.2.BIC","Model.3.BIC","Model.4.BIC","Model.5.BIC","Model.6.BIC","Model.7.BIC","Model.8.BIC","Pop_Size_units","Temp_C","Medium","Species","Repeat","Citation","N05","Nmax5","Rmax5","Tlag5","N06","Nmax6","Rmax6","Tlag6","N07","Nmax7","Rmax7","Tlag7","N08","Nmax8","Rmax8","Tlag8","Model5score","Model6score","Model7score","Model8score","Model5total","Model6total","Model7total","Model8total"
"266",93491,0.829,0.861,0.914,0.991,0.941,0.993,0.991,0.99,34.65,34.91,32.4,11.96,26.35,7.655,9.772,11.17,"CFU",7,"TGE agar","Arthrobacter citreus",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.23638239166977,7.66191575444671,0.0303611864867202,0.195105817958693,1.55595800788794,7.60322223228085,0.153549859974677,79.2715240817922,1.66608891590665,7.50797634239825,0.136615968713874,79.2715240817922,1.82691441374497,7.53947277526199,0.126789754868869,79.2715240817922,0,5,3,3,0,24.327,17.976,15.18
"267",93701,0.296,0.75,0.947,0.965,0.768,0.792,0.79,0.79,6.581,-7.194,-29.32,-32.92,-8.391,-7.36,-7.208,-7.273,"OD_595",35,"TSB","Pantoea.agglomerans",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.049174358962468,0.770144162219337,0.264255382647293,0.0497527397709878,0.0264280760116205,0.770144162219337,0.187507799672986,4.93720015046928,0.0326463111911203,0.770144162219337,0.647056289423685,7.9607843137255,0.0330047315402684,0.770144162219337,0.161942358940995,4.48713232763633,5,5,5,5,3.332,0.239000000000001,0,0.0649999999999995
"268",93837,0.895,0.989,0.989,0.992,0.577,0.994,0.986,0.972,70.56,44.24,46.79,44.3,91.18,38.93,49.85,58.6,"N",20,"MRS broth","Lactobacillus sakei",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.00142680533538618,29.2917674452849,0.796526395384495,0.018922533958431,5.72464037378016,31.0311027657079,1.98050905368328,0.561551640940329,7.06566444740142,29.6197916106475,1.65679303024394,0.502068471285523,8.28894604292746,30.4356622235777,1.32714670812991,0,0,5,0,0,0,82.84,50.08,32.58
"270",95126,0.979,0.992,0.997,0.998,0.922,0.997,0.996,0.993,21.94,12.75,2.867,1.929,40.05,3.807,7.58,13.8,"CFU",15,"Salted Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.335252066542672,9.6020332412169,0.0819874612984672,0.238584815653017,0.773370111921848,10.5862416484416,0.271890854542635,11.2727060702922,1.0147730360322,9.80745226362963,0.229975249553394,8.93559055848677,1.18239951197899,9.9129805458099,0.214890851332113,8.65915763282592,0,5,3,1,0,50.009,38.69,26.25
"272",95584,0.775,0.944,0.98,0.986,0.991,0.992,0.931,0.957,-23.78,-39.4,-50.26,-52.36,-62.98,-62.65,-34.07,-40.09,"OD_595",25,"TSB","Pseudomonas.fluorescens",2,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0239751618393545,0.371778051095089,0.17181030660831,0.00476708803532724,0.000795544594774213,0.372507876127031,0.0332515250790344,2.25111357338631,0.0317243894970919,0.409885301332336,0.0277620219076218,0,0.0251516176466873,0.378859375842099,0.0168490711648348,0,5,5,0,0,52.13,51.14,0,6.02
"273",95638,0.49,0.554,0.614,0.766,-0.0275,0.772,0.772,0.686,42.95,43.87,44.66,41.58,53.05,38.88,38.89,42.41,"N",32,"ESAW","Tetraselmis tetrahele",3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",7.76996069471175,12.1175033852763,0.0149798598020691,2.42516919819257,8.52446399673341,12.1175033852763,0.139580432606003,206.742408979275,8.52269538549771,12.1175033852763,0.14941959937533,211.165385938252,8.71542856386135,12.1175033852763,0.0243620633493247,105.041512699281,0,5,5,3,0,17.71,17.68,10.64
"274",95902,0.814,0.975,0.98,0.993,0.669,0.99,0.994,0.995,50.91,19.8,18.91,4.627,63.54,6.093,-2.983,-6.662,"CFU",0,"TGE agar","Arthrobacter aurescens",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.096529221506995,7.55896245973856,0.0133312610653571,0.142922350949458,1.89378527157137,8.33375611186177,0.0537708291266747,294.491585029519,1.88022368742006,8.18005255530366,0.0467002437963804,279.322909897818,1.90584309051313,7.93691058272549,0.0445551358639358,272.108969232195,0,0,3,5,0,57.447,75.599,86.636
"276",96980,0.971,0.974,0.998,0.998,0.885,0.994,0.996,0.995,28.96,30.44,2.983,3.503,48.11,15.8,10.5,13.61,"CFU",15,"Salted Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.202641252488498,10.589412555428,0.0889323868076297,0.218956967603103,2.22681524668681,11.6748273423594,0.338986667622945,31.2683269959518,1.99590158053327,11.1197821944059,0.272321702114839,23.438102512482,1.80169925970448,11.0511826074442,0.259723307461102,19.7195078765934,0,3,5,3,0,32.31,46.02,36.69
"277",97519,0.987,0.995,0.998,0.999,0.911,0.99,0.999,0.999,8.826,5.314,-0.4505,0.04638,22.03,10.77,-2.257,-2.297,"N",6,"Pasteurised Double Cream","Serratia marcescens",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.120789179427616,8.77250282281279,0.00111095857263782,0.249470695745233,1.04535396419659,9.6716843621511,0.00353950344448279,1810.67414097185,0.999270608107261,9.49880717441736,0.00276905244698983,1201.73984143199,0.999999997179096,9.21112796395343,0.00275954254529204,1192.17661621867,0,0,5,5,0,11.26,37.314,37.434
"278",98055,0.697,0.968,0.978,0.984,0.99,0.987,0.983,0.977,42.99,20.82,19.11,18.16,8.381,13.16,15.87,19.56,"CFU",7,"TGE agar","Arthrobacter aurescens",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.54825088335999,9.30431099448847,0.0279574194670675,0.233419084177927,1.22329262860249,9.38177032085514,0.148209470868314,1.54639175257734,1.77027404789391,9.15357806010297,0.121888249074367,1.54639175257734,1.99716075078076,9.19855654203519,0.111687115727992,1.54639175257734,5,3,1,0,23.447,9.11,3.69,0
"279",98264,0.943,0.965,0.996,1,0.971,0.986,0.991,0.998,-0.7696,-1.905,-13.89,-36.83,-2.921,-5.47,-8.072,-18.44,"DryWeight",25,"Z8","Oscillatoria agardhii Strain 97",1,"Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",0.982105992468185,2.84652035892809,0.00796764081169691,0.131734123853207,1.08187532514062,2.81763110000553,0.0148407900609518,49.9986599117384,1.10084216637351,2.72908748892583,0.0189054079092989,83.5397982133892,1.08386818767676,2.67690940221119,0.0119468604093509,28.2886474875952,0,0,0,5,0,2.549,7.753,38.857
"280",98393,0.98,0.982,0.998,0.999,0.954,0.994,0.997,0.995,16.96,18.36,-0.8732,-3.16,26.66,10.1,4.527,8.619,"CFU",2,"Raw Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0564700035972816,9.22554338298846,0.0170943892096551,0.0614925090771419,1.24211509890126,10.1711615797448,0.0703277622360155,201.257767206272,1.16831746718362,9.71484361751062,0.057754582827572,174.827840219744,1.15832922946485,9.68682055213788,0.0552860065585738,165.366495181781,0,3,5,3,0,16.56,31.798,19.522
"281",98567,0.96,0.966,0.989,0.99,0.901,0.994,0.989,0.988,39.14,39.04,21.32,23.45,58.22,11.98,21.3,23.52,"CFU",0,"TGE agar","Arthrobacter sp. 62",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.177978601188775,8.60452661429141,0.0150172244896721,0.149496032018696,1.81197702824068,9.48649059225628,0.0543651591944319,184.322968806406,1.84815505399014,8.84204833487387,0.0438693546790883,160.844348846115,1.912279587243,8.99225518340091,0.0405287404339809,152.718385581376,0,5,1,0,0,67.1,39.14,34.7
"282",98583,0.623,0.695,0.732,0.825,0.73,0.654,0.657,0.624,29.03,28.85,29.75,26.77,27.27,33.04,32.94,34.14,"N",25,"ESAW","Tetraselmis tetrahele",2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.61877177919918,13.1037388604192,0.0223602466831062,0.748523732158638,10.9094008223034,13.4207835754294,0.0135385430646175,0,10.9351586779676,13.3433430316047,0.0134980643353855,0,11.046376399804,13.2554862672787,0.0134980643353855,0.616378207548747,5,3,3,1,18.31,1.1,1.3,0
"283",98875,0.972,0.974,0.994,0.995,0.948,0.989,0.996,0.996,18.83,20.5,9.353,10.22,26.59,14.46,6.382,5.734,"CFU",20,"Cooked Chicken Breast","Aerobic Psychotropic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.102295349164353,8.45449433602802,0.156330134963816,0.105708434543488,1.41139970136791,9.3162907126169,0.643100454244419,19.5301765634621,1.3725359437512,8.94863435634943,0.526616971936531,17.2397626457282,1.36022740937861,8.80383923147444,0.504024829521348,16.2859015930358,0,1,5,5,0,12.13,28.286,30.23
"284",98956,0.938,0.982,0.996,0.996,0.93,0.992,0.996,0.996,39.79,26,8.287,10.5,43.92,18.22,9.278,9.72,"CFU",10,"Salted Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.270530282424788,10.4121039411409,0.0529610735721305,0.19428586441164,1.0871401488685,11.4254315213784,0.201204725308075,25.7700587843193,0.853153760651624,10.6242083595979,0.17281403554843,14.8947194760156,1.01361000741337,10.6168173317059,0.171393434312449,16.3996241817854,0,1,5,5,0,25.7,44.026,42.7
"285",99017,0.984,0.985,0.991,0.994,0.822,0.991,0.991,0.99,16.99,18.49,15.57,14.03,40.68,15.93,16.33,17.17,"CFU",20,"Salted Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0704767691777174,10.7667314778546,0.183778310525895,0.15649193414207,1.69701689549582,11.8703214543347,0.601719178360967,17.098337123376,1.64813636626452,11.5703155617312,0.472532310302998,13.0920839293527,1.84459074163329,11.3050680517473,0.472470229500765,14.1123206326096,0,5,5,5,0,26.39,25.19,23.51
"286",99029,0.887,0.995,0.996,0.996,0.574,0.996,0.989,0.988,91.37,40.84,42.15,41.42,116.8,39.24,58.05,59.4,"N",16,"MRS broth","Weissella viridescens",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",1.43408676448663,29.218862423556,0.319144806459243,2.38860090292541,4.35102958944727,30.6739993583201,1.23668434698486,0,5.78302090007127,29.218862423556,1.03501434858532,0,6.47588302765461,29.218862423556,1.00516346335211,1.17189726624079,0,5,0,0,0,116.53,60.1,57.4
"287",99053,0.942,0.986,0.986,0.994,0.971,0.991,0.981,0.982,31.06,16.18,18.53,11.47,25.27,14.1,22.23,21.8,"CFU",10,"Cooked Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.26376268593996,8.6845308675667,0.0443084286066351,0.112199381511352,0,9.57469528149229,0.163774194592478,18.6497407905063,0.779971406547713,8.6845308675667,0.155731591468964,28.6056942919541,1.19648280884221,8.6845308675667,0.157659904229367,35.4475329155381,0,5,1,1,0,27,3.04,3.9
"288",99236,0.973,0.974,0.989,0.999,0.0355,0.992,0.989,0.991,10.74,12.43,8.534,-3.775,37.71,5.777,8.209,7.065,"N",15,"C02 Beef Striploins","Salmonella Typhimurium",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",4.96248932616528,10.6607469842797,1.92517775741645,2.71393827719712,5.52492096299495,11.7534735501684,3.44953306071216,1.06332890311809,5.57520305911259,11.2049699182397,2.9271574494176,0.885361788636641,5.68968499319722,11.1937843334937,2.77428658729409,0.8827103688517,0,5,3,5,0,35.653,29.501,31.789
"289",99469,0.907,0.98,0.989,0.998,0.99,0.997,0.995,0.976,31.88,14.76,9.654,-8.842,5.316,-8.808,-0.306,19.39,"CFU",0,"TGE agar","Arthrobacter sp. 88",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.584678172709464,7.25162526993542,0.0133512834185652,0.0931037050928064,1.81153257562193,7.43557204354555,0.0587813792155554,122.883821463664,1.83147832151577,6.92978733231228,0.0541725468368604,118.186099168619,2.27502328587258,6.83697571076928,0.0739099736899063,170.51742465596,0,5,1,0,14.074,50.824,25.318,0
"290",99547,0.507,0.526,0.678,0.775,-0.438,0.763,0.75,0.756,38.45,40.47,38.32,36.49,53.78,34.62,35.28,34.99,"N",32,"ESAW","Tetraselmis tetrahele",5,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",10.0996345906534,12.103812926909,0.0125229483407631,2.20007661501294,9.52982215864984,12.103812926909,0.045169440832443,275.804058554192,9.54517850601924,12.103812926909,0.0431331948681574,289.714701088471,9.68906709561045,12.103812926909,0.0188509606580932,246.857165422353,0,5,5,5,0,20.19,18.5,19.08
