ID,Model 1 R^2,Model 2 R^2,Model 3 R^2,Model 4 R^2,Model 5 R^2,Model 6 R^2,Model 7 R^2,Model 8 R^2,Model 1 BIC,Model 2 BIC,Model 3 BIC,Model 4 BIC,Model 5 BIC,Model 6 BIC,Model 7 BIC,Model 8 BIC,Pop_Size_units,Temp_C,Medium,Species,Repeat,Citation,N05,Nmax5,Rmax5,Tlag5,N06,Nmax6,Rmax6,Tlag6,N07,Nmax7,Rmax7,Tlag7,N08,Nmax8,Rmax8,Tlag8
62670,0.0244,0.203,0.545,0.791,0.547,0.557,0.514,0.564,10.08,9.472,2.782,-7.646,-0.1436,2.337,3.888,2.048,OD_595,35,TSB,Pantoea.agglomerans..RDA.R.,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.008356087828113489,0.7157989796537039,0.751588928636389,0.02037607024669652,0.02405830548568104,0.7157989796537039,0.48187316111512934,4.21576407506701,0,0.7157989796537039,0.7249975686834831,4.21576407506701,0.024898011705173372,0.7157989796537039,0.3429865967721596,3.919773506224492
63552,0.286,0.942,0.997,1,-1.75,0.893,0.889,-1.43,14.79,-0.872,-19.67,-41.35,26.18,5.418,5.685,27.27,N,8,Vacuum Beef Striploins,Salmonella Typhimurium,1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",5.653990520872321,6.612022099165901,1.153926686451227,1.2024398482652079,5.473264583223338,7.05395676274588,3.6876737686107464,4.703317658314045,5.471349304508481,7.289754364330406,3.346738822443004,4.812591293743698,4.314075666376215,6.88526452084564,1.153926686451227,0.001175178495419107
65163,0.851,0.982,0.99,0.99,0.994,0.995,0.991,0.966,29.42,14.58,12.19,13.7,5.252,5.912,11.23,21.82,CFU,20,TGE agar,Arthrobacter citreus,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.6643095842760902,8.969558892437409,0.04415341694951943,0.21590746288815485,1.2906187766321808,9.016661279552162,0.23108859299973125,1.5516700678572,1.6147187445411677,8.9049401036379,0.21214559745609293,1.5516700678572,2.4594629171944744,9.013250980441375,0.12154448606698472,1.5516700678572
65296,0.521,0.767,0.879,0.931,0.98,0.794,0.874,0.97,7.365,-10.87,-27,-40.57,-84.42,-11.13,-25.97,-68.62,OD_595,15,TSB,Enterobacter.sp.,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",9.009741892823266e-4,0.866242143424693,0.8942680604851803,0.001005332902675193,0,0.8516838671287431,0.8942680604851803,4.6189376443418135,0,0.8516838671287431,0.8942680604851803,4.6189376443418135,0.14145406587329235,0.8748979175071993,0.08199252031217066,4.6189376443418135
65313,0.811,0.955,0.96,0.983,0.989,0.994,0.986,0.983,45.09,31.67,32.68,25.93,16.45,12.39,21.43,23.36,CFU,2,Raw Chicken Breast,Pseudomonas spp.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.21178967447018335,8.792820757233324,0.018787402493931956,0.07746692022369966,0.9483465663869682,8.795525766323864,0.10791115199591748,121.52405549590081,1.0188913680745,8.612908459209224,0.08941250803383276,113.28040390710666,1.0801285139755517,8.737375259311333,0.0782668858943998,105.49999383416112
65327,0.676,0.925,0.975,0.981,0.869,0.956,0.965,0.952,-26.81,-48.9,-64.46,-66.26,-39.36,-55.04,-59.05,-53.46,OD_595,35,TSB,Bacillus.pumilus..RDA.R.,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.05382603247475399,0.48461087029209127,0.12683663117496777,0.017654040707157013,0,0.43955634493613716,0.039693948242731716,0.013201578121127194,0,0.43955634493613716,0.0728686154304409,0,0.023222969691276314,0.43955634493613716,0.032693884458615645,0.35164195665121867
66293,0.808,0.964,0.968,0.989,0.989,0.988,0.984,0.982,28.08,18.4,19.5,13.69,10.03,12.63,14.49,15.48,CFU,20,TGE agar,Arthrobacter simplex,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.2923730740043846,8.507775336348274,0.03737807628019452,0.24851011185438104,1.0168744461306911,8.557247172037545,0.18321474735406101,3.14818059692777,1.3714095454789248,8.45919736219728,0.15352159709631596,3.14818059692777,1.4816918671918018,8.465293225972848,0.14889604847017057,3.14818059692777
66372,0.528,0.624,0.684,0.712,0.734,0.61,0.625,0.608,32.05,31.66,31.97,33.32,27.15,34.7,34.21,34.77,N,25,ESAW,Tetraselmis tetrahele,1,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",8.934176709021017,13.211196743878817,0.032911286147519585,1.3051787730952014,11.078250568014404,13.52049923475862,0.014663600747645398,0,11.15887194389617,13.48359851144446,0.013710004384363522,0,11.341352345335597,13.463881003629215,0.013628171094869471,16.17977122502553
66542,0.529,0.926,0.966,0.967,0.984,0.98,0.985,0.981,36.08,23.38,19.2,20.99,11.06,15.12,12.49,14.48,CFU,20,TGE agar,Arthrobacter aurescens,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.2182632578308383,8.104156563131347,0.06254291837529531,0.27230746539219597,1.141676292906807,8.140366141704773,0.2884638747274161,3.09278350515464,1.4608891040425276,7.999551536256767,0.24180650811024257,3.09278350515464,1.6662363271202965,8.022684808471533,0.22418829416020594,3.09278350515464
66636,0.908,0.953,0.992,0.992,0.966,0.994,0.994,0.994,26.34,22.95,10.68,12.64,20.51,8.723,8.726,8.93,CFU,20,Salted Chicken Breast,Aerobic Mesophilic.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.05616548338986023,8.635209824000379,0.18508927461453048,0.06334341422482312,1.2304710976825388,9.172297293977795,0.8521224843491388,19.125633461407176,1.2636085023705705,8.722847566682226,0.7013492118803951,17.84263400229167,1.3278451742689947,8.735521232359805,0.6857083160161922,17.893493571785854
67336,0.466,0.908,0.992,0.994,0.981,0.979,0.826,0.983,-34.47,-70.11,-120.6,-122.7,-105.1,-98.99,-52.93,-104.8,OD_595,15,TSB,Chryseobacterium.balustinum,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.03782032251618061,0.3980190550590145,0.04010255111937915,0.0076807431850455885,0.021654072760286438,0.3988433634650202,0.009512444455953869,9.870896088022901,0.0774223652314705,0.4264075231489002,0.00941470464133823,0,0.02803090943823427,0.3980190550590145,0.0066846205299484094,0
67368,0.173,0.584,0.808,0.906,0.693,0.782,0.761,0.786,-41.08,-48.67,-57.6,-65.61,-53.25,-55.65,-54.27,-55.94,OD_595,35,TSB,Acinetobacter.clacoaceticus..RDA.R.,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.042552345375252446,0.1788715812744773,0.18781516033820117,0.018308149491442945,0.02140793251635227,0.1788715812744773,0.03894032324528617,1.95608782435133,0,0.1788715812744773,0.18781516033820117,1.95608782435133,0.024411122214148276,0.1788715812744773,0.03605855226564184,1.95608782435133
67532,0.77,0.919,0.934,0.95,0.959,0.957,0.957,0.953,32.34,25.14,25.46,25.22,18.92,21.67,21.71,22.39,CFU,30,TGE agar,Arthrobacter citreus,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.1118622513531966,7.610736529077965,0.06325390988758654,0.4006734580188167,1.1218262273453556,7.639669220493115,0.26122559363345244,3.10334013571435,1.3617367497010382,7.574783654236095,0.23420548924503476,3.10334013571435,1.5233673116400712,7.5757020736351635,0.22377188357158903,3.10334013571435
68367,0.512,0.655,0.697,0.815,0.818,0.647,0.649,0.633,30.68,28.71,29.58,25.78,20.42,31.59,31.49,32.08,N,25,ESAW,Tetraselmis tetrahele,3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.07341945945098,13.16370497982448,0.030306463207107816,0.9074036698935883,11.047933192329483,13.385391813763345,0.01589215967719976,0,11.18211057032766,13.364235085352188,0.014074762298142082,0,11.247627855866472,13.334190255542984,0.013966135288901727,4.465381990059977
68420,0.993,0.993,0.997,0.997,0.865,0.992,0.997,0.996,10.11,12.2,7.557,9.039,38.44,15.17,7.63,8.243,CFU,20,Cooked Chicken Breast,Staphylococcus spp.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.07993860540823487,10.574414492059878,0.18076634919646112,0.1526983274789085,1.2939161585305863,11.658291977496017,0.6067968897320986,14.585177195518298,1.1462533224507454,11.187448065548484,0.48206624176706286,10.15995588218307,1.196482818441198,11.103135216662873,0.47483884783463876,10.000486936101504
68641,0.415,0.981,0.99,1,0.817,0.825,0.824,0.816,5.148,-13.63,-15.82,-36.42,-0.03526,1.505,1.54,1.794,DryWeight,30,Z8,Oscillatoria agardhii Strain 97,1,"Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",1.0719970799805147,1.9229523382948148,0.016986798851853058,0.18704252907500188,1.073325002238253,1.9229523382948148,0.015396940179211581,14.339725875522303,1.085065891442159,1.9229523382948148,0.018499792140205206,0.8813649429201925,1.1219713560979552,1.9229523382948148,0.009897740933454264,0
68644,0.783,0.954,0.955,0.99,0.973,0.969,0.981,0.976,26.69,17.82,19.62,11.19,13.93,16.95,13.56,15.29,CFU,20,TGE agar,Arthrobacter sp. 77,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.057913975128119,8.214412547491992,0.08178514556614569,0.39247887469193515,1.1932998031727018,8.383764676614527,0.35591965643434176,3.46826688364524,1.4314240751927132,8.00536616926696,0.3136445901646952,3.46826688364524,1.6862360014021363,8.029955335075517,0.28757350597383186,3.46826688364524
68831,0.0766,0.527,0.744,0.917,0.629,0.628,0.632,0.634,-46.76,-58.4,-68.83,-90.54,-63.73,-60.55,-60.83,-60.93,OD_595,15,TSB,Acinetobacter.clacoaceticus,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.04243587018348255,0.3042827619515603,0.07963845590270693,0.02808375574660696,0.026860269976151784,0.3042827619515603,0.01427350047266439,1.2523029093523006,0.023631828171343277,0.3042827619515603,0.05397070996980292,7.181520303151402,0.030243043008504163,0.3042827619515603,0.011029589699392257,0
69255,0.911,0.953,0.975,0.993,0.987,0.994,0.989,0.988,41.33,36.11,30.97,18.05,21.17,12.9,21.47,21.91,CFU,10,Cooked Chicken Breast,Aerobic Psychotropic.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.20191068503285836,9.714456143071041,0.04746958319244597,0.07560223091349723,0.9734421180417863,10.089791885713648,0.2493867144777256,45.56876038227753,1.0481149968280996,9.831285434358714,0.20287243535412475,40.034881685707376,1.182704817535084,9.848241980319763,0.20092055754778557,41.30885811734471
69418,0.932,0.987,0.997,1,0.734,0.855,0.903,0.91,18.93,10.57,3.565,-8.492,28.88,27.04,24.63,24.2,N,30,Vacuum Beef Striploins,Salmonella Typhimurium,1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",4.568226889317179,11.95828080047831,10.493865878762222,2.0988251998335956,6.514745026311506,13.184004582527338,12.556194840502226,0,6.373507566146697,12.841651852727644,12.556194840502226,0,6.612260606952265,12.556194840502226,12.556194840502226,4.895469515270403e-4
69827,0.91,0.917,0.968,0.985,-0.0909,0.989,0.98,0.981,26.12,27.62,21.32,16.34,50.79,11.21,17.2,16.69,N,10,C02 Beef Striploins,Spoilage,1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",6.511818850350573,13.104503356843969,1.141697185121485,3.071890733956948,7.8313315746662004,13.601183520358731,3.392862557690863,2.8845371482882722,7.838102825182171,13.550123903045995,2.5365869757947035,2.527121655604498,7.950201230287441,13.562724798201248,2.4694744569452336,2.598844747935809
69844,0.855,0.996,0.997,0.997,0.856,0.986,0.99,0.982,-36.12,-85.58,-85.29,-83.49,-33.54,-63.48,-68.76,-60.28,OD_595,25,TSB,Bacillus.pumilus,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",1.180071510173223e-4,0.34692798628281696,0.3642743855969578,5.578877562288859e-4,0,0.34692798628281696,0.011328492995353451,0.6470580617237894,0,0.34692798628281696,0.03870197986815796,16.6527056458368,0.0160984882643398,0.34692798628281696,0.008804440486268748,0.9113618876487791
69940,0.738,0.856,0.909,0.987,0.945,0.988,0.987,0.983,30.03,26.37,24.1,6.587,16.7,4.026,4.773,7.563,CFU,2,Cooked Chicken Breast,Staphylococcus spp.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0707854586346981,4.5558814056555335,0.01850300583052055,0.06642869372087434,1.0803547644076728,4.55131602112596,0.07987116837645851,202.23529157984967,1.030320306957651,4.55131602112596,0.06517107066351947,193.16942815134414,1.0104921890746787,4.55131602112596,0.04801607595786146,169.5633428316168
70129,0.394,0.801,0.901,0.912,0.842,0.979,0.98,0.98,45.31,33.39,26.94,27.97,30.45,6.47,5.923,5.945,N,16,ESAW,Tetraselmis tetrahele,3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.314138154439823,14.044709721027195,0.014127697017257313,0.71765156465831,10.314914091312529,14.050717743302908,0.08824215251223355,90.45687969473373,10.2882526165524,14.040946196106963,0.07851711339233595,90.52502954926491,10.28975569662351,14.040002104212254,0.06652133780491683,77.09080995429933
70251,0.836,0.983,0.99,0.998,0.995,0.992,0.995,0.997,-85.72,-148.6,-158.9,-206.3,-183.7,-165.5,-180.8,-194.3,OD_595,5,TSB,Stenotrophomonas.maltophilia,2,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.01945565566897252,0.33471249325966307,0.014437198674945431,0.0019867815677499616,0.020461789049091274,0.3394003274586312,0.0028513657880325943,68.08464327666644,0.015342863445405029,0.3351815742606454,0.01403161989338823,167.29177579884745,0.010001391468321819,0.3296516580542157,0.0021442037135087095,23.627074646996437
70368,0.694,0.949,0.986,0.986,0.848,0.987,0.985,0.985,30.59,15.03,4.017,6.31,25.92,3.61,5.088,5.217,N,8,ESAW,Tetraselmis tetrahele,2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",8.176342339210336,14.01554178306891,0.013907420186372657,1.309923713583312,9.513746371771598,14.40937440828777,0.03464355945076086,0,9.751286046845749,14.330206986872643,0.029509623907054555,0,10.078635299907877,14.31405545842514,0.028976018102708397,24.48504340522277
70547,0.0014,0.438,0.866,0.971,-0.0196,-0.0414,-0.0344,-0.0494,5.635,-6.614,-41.95,-80.12,9.492,13.36,13.18,13.57,OD_595,15,TSB,Pantoea.agglomerans,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.41003447849515906,0.7301579317920255,0.0015959918446598266,0.10089458201383884,0.019548232919258893,0.7301579317920255,0.06590294158599852,8.31408775981522,0.3754949800817249,0.8049991198007082,0.0015959918446598266,8.31408775981522,0.0011789573636241698,0.7301579317920255,0.05337730126906749,4.991725140377597
71178,0.59,0.947,0.963,0.978,0.987,0.959,0.987,0.992,-71.51,-127.3,-134.4,-146.9,-168.7,-131.9,-164.2,-178.2,OD_595,5,TSB,Stenotrophomonas.maltophilia,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.008668126788800792,0.276154984038855,0.025575402125688356,0.0021279648786518123,0.049305151193549855,0.276154984038855,0.006683597170869221,119.12345032303072,0.006058570203363411,0.276154984038855,0.02474420797623446,119.12345032303072,0.011241872096918265,0.276154984038855,0.003116473519342621,40.00242739729031
